,roles,companies,locations,experience,skills
567,Lead/Principle Machine Learning Engineer & Researcher,Squareroot Consulting Pvt Ltd.,Bangalore/Bengaluru,5-10 Yrs,"Tensorflow
Natural Language Processing
Machine Learning
Deep Learning
Data Structure
NLP
Deep Learning models
Koras"
568,Artificial Intelligence/ Machine Learning Engineer - R/Python,iMindYourBusiness,Bangalore/Bengaluru,3-6 Yrs,"R
SAS
MATLAB
IT Skills
Python
Machine Learning
Artificial Intelligence
Predictive Modeling"
569,Urgent requirement! machine learning engineer For MNC,Laksh Human Resource India Private Limited,"Chennai, Bangalore/Bengaluru, Mumbai (All Areas)
(WFH during Covid)",2-7 Yrs,"Machine Learning
Spark
Python
Keras
Tensorflow
Pytorch
SQL
NLP"
570,Machine Learning Engineer - Deep Learning Startup,Connexions,Bangalore/Bengaluru,1-2 Yrs,"Java
Machine Learning
Python
algorithm design
deep learning
Docker
data structures
C++"
571,Machine Learning Engineer - Deep Learning Startup,Connexions,Bangalore/Bengaluru,1-2 Yrs,"Pytorch
Tensorflow
algorithm design
Java
deep learning
Docker
Python
data structures"
572,Machine Learning Lead,Tigi Hr Solution,"New Delhi, Pune",4-8 Yrs,"APIs
Pytorch
MySQL
Clustering Algorithms
Dimensionality Reduction Algorithms
Artificial Neural Networks
MongoDB
Ensemble Algorithms"
573,Software Engineer Artificial Intelligence Machine Learning,Search Advisers Services ( GUJ ) Pvt. Ltd.,Bangalore/Bengaluru,10-16 Yrs,"software engineering
machine learning
artificial intelligence
IT Skills
Python
Testing
Quality Assurance
Oracle"
574,Software Engineer Artificial Intelligence Machine Learning,Search Advisers Services ( GUJ ) Pvt. Ltd.,Bangalore/Bengaluru,10-16 Yrs,"software engineering
machine learning
artificial intelligence
IT Skills
Python
Testing
Quality Assurance
Oracle"
575,"Machine Learning Engineer, Bangalore 25-30 LPA",Talent Bee Consulting Pvt. Ltd,Bangalore/Bengaluru,4-9 Yrs,"IT Skills
Python
Machine Learning
Computer vision
deep learning
PyTorch
OpenCV
Keras"
576,Junior Machine Learning Engineer,Talent Corner HR Services Pvt Ltd,Bangalore/Bengaluru,3-5 Yrs,"AI
Python
ML
MatPlotLib
Pandas
NumPy
PyTorch
NoSQL"
577,Machine Learning Engineer,Smart Source,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)",4-9 Yrs,"Spark
PyTorch
Tensor
Python
AWS
Machine Learning
Hadoop
Keras"
578,Apache Hadoop Consultant - Machine Learning,TalPro,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",3-8 Yrs,"Machine Learning
Apache Hadoop
MapReduce
IT Skills
Java
Cloud
Elastic Search
Big Data"
579,Python Engineer - Machine Learning/Hive,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,3-7 Yrs,"Hive
Machine Learning
Python
SQL
IT Skills
Big Data
Tensorflow
Python Engineer"
580,Apache Hadoop Consultant - Machine Learning,TalPro,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",3-8 Yrs,"Big Data
Machine Learning
Apache Hadoop
IT Skills
Java
Cloud
Elastic Search
AWS"
581,"Module Lead Machine Learning, Exp 5-9 yrs, Bangalore Vmlmlb",AJAX Consulting,Bangalore/Bengaluru,5-9 Yrs,"deep learning
computer vision
Machine Learning
Python
Neural Networks
SOTA"
582,Machine Learning (Opening in MNC) (Mumbai / Pune / Bangalore / Kochi ),Krazy Mantra HR Solutions Pvt. Ltd,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",9-13 Yrs,"Machine Learning
Tensorflow
MxNET
Keras
PyTorch
Caffe
Agile
IT Skills"
583,Machine Learning ( Hiring in top MNC),Krazy Mantra HR Solutions Pvt. Ltd,"Pune, Chennai, Bangalore/Bengaluru",3-8 Yrs,"Computer Vision
Machine Learning
Mx NET
Tensor flow
Python
PyTorch
Keras
Caffe"
584,Machine Learning (Opening in MNC),Krazy Mantra HR Solutions Pvt. Ltd,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",6-9 Yrs,"Machine Learning
Solution Development
Computer Vision
MxNET
Agile
Caffe
PyTorch
Tensorflow"
585,Machine Learning Engineer - Python/Deep Learning,Mantras2Success Consultants,Hyderabad/Secunderabad,1-4 Yrs,"Machine Learning
Deep Learning
Python
C
Scala
Spark
Java
IT Skills"
586,Lead Machine Learning,Job Fittment Finder,"Pune, Delhi / NCR",5-8 Yrs,"OOPs
Machine Learning
Python
REST APIs
Machine
Reduction Statistical
Learning
Pytorch"
587,Python Engineer - Machine Learning/Hive,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,3-7 Yrs,"Python
SQL
Hive
Machine Learning
IT Skills
Big Data
Deep Learning
TensorFlow"
588,Urgent Opening For Machine Learning (ML) Engineer,Mount Talent Consulting Private Limited,Bangalore/Bengaluru,1-4 Yrs,"Pytorch
Java
Python
NLU
tensorflow
NLG
machine learning
neural networks"
589,Lead Machine Learning,First Employer,"Pune, Delhi / NCR",5-8 Yrs,"ElasticSearch
MySQL
MongoDB
Algorithms
REST APIs
verbal communications
Learning
Keras"
590,Research Associate Heuristic Algorithms & Machine Learning,NextFirst Engineering Technologies Private Limited,Bangalore/Bengaluru,1-3 Yrs,"BPO
data analysis
Java
Algorithms
C + +
Research
Machine Learning
Python"
591,"Chatbot, Machine Learning and Artificial Intelligence",TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,"Mumbai, Jamshedpur, Bengaluru",2-4 Yrs,"Computer science
Artificial Intelligence
Machine learning
Test planning
HTTP
Natural language processing
Information management
Test cases"
592,Machine Learning SSE,CGI Information Systems and Management Consultants Private Limited,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-7 Yrs,"Data Science
Artificial Intelligence
Machine Learning
software architecture
Linux
Python
data structures
PyTorch"
593,Machine Learning SSE,CGI Information Systems and Management Consultants Private Limited,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-7 Yrs,"Data Science
Artificial Intelligence
Machine Learning
Pytorch
Tensorflow
Object Detection
Recommender Systems
NLP"
594,Machine Learning,Diverse Lynx,Bengaluru,2-7 Yrs,"IT Skills
Python
Machine Learning
Text mining
deep learning
DBMS
SQL"
595,"Trainer/Faculty ? Artificial intelligence,Machine Learning",Qubit AI,Hyderabad,3-5 Yrs,"Learning
Java
Matplotlib
PyTorch
NumPy
Caffe2
machine learning
SciPy"
596,Machine Learning Lead,"Rakuten, Inc.",Bangalore/Bengaluru,5-9 Yrs,"User interface designing
Artificial Intelligence
Machine learning
Automation tools
Information retrieval
System design
Deployment
Natural language processing"
597,Machine Learning Expert,IDcentral,Bengaluru,2-3 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Program Management
Cluster analysis
deep learning"
598,Machine Learning Technology Educator,Accenture,Bangalore/Bengaluru,12-15 Yrs,"Azure
Big Data
Deep Learning
Machine Learning
Java
C#
GCP
Apache Spark"
599,Machine learning deep learning Experts,CrunchMetrics,Bengaluru,6-8 Yrs,"Cluster analysis
hive
deep learning
data science
spark
Machine learning
Customer experience
Analytics"
600,AI (Artificial Intelligence) and Machine Learning (ML) TRAINERS,Internetworkz,Bengaluru,1-5 Yrs,"Artificial Intelligence
Machine learning"
601,Head - Machine Learning / AI | Talent500,TALENT500 TECH (INDIA) PRIVATE LIMITED,Remote,10-20 Yrs,"Machine Learning
Python"
602,Artificial Intelligence Machine Learning,Talent Zone Consultant,Bangalore/Bengaluru,4-8 Yrs,"Business Analyst
Neural networks
Artificial Intelligence
Machine learning
MongoDB
MVC
Open source
Microsoft technologies"
603,Machine Learning Lead,OpsRamp,Hyderabad/Secunderabad,6-12 Yrs,"IT Skills
Testing
Machine Learning
Artificial Intelligence
Product Management
Algorithms
Saas
Model Development"
604,Associate Trainer - Machine Learning,itvedant,Thane,2-3 Yrs,"IT Skills
Machine Learning
Artificial Intelligence
Training
Communication Skills
Algorithms
Problem Solving
Trainer"
605,Machine learning- Assistant Professor,Hindustan University,Bengaluru,3-6 Yrs,"Counselor
Mentor
Trainer
Advisor
Educator
Teaching"
606,Machine learning- Associate Professor,Hindustan University,Bengaluru,5-8 Yrs,"Counselor
Mentor
Trainer
Advisor
Educator
Teaching"
607,Machine learning- Professor,Hindustan University,Bengaluru,10-15 Yrs,"Counselor
Mentor
Trainer
Advisor
Educator
Teaching"
608,Senior Machine Learning Engineer,Nuacem AI Pvt Ltd,Hyderabad,3-7 Yrs,"Machine learning
Machine Learning Engineer"
609,Senior Machine Learning Engineer,Xome,Chennai,2-5 Yrs,"Data analysis
RDBMS
data security
Debugging
Machine learning
Data collection
Business intelligence
Forecasting"
610,Sr. Machine Learning Engineer,Workday,Pune,3-4 Yrs,"Automation
Product engineering
data science
GCP
Machine learning
Debugging
Javascript
Agile"
611,Senior Software Engineer - Machine Learning,Freshdesk,Chennai,4-6 Yrs,"Communication Skills
Open Source
Data Structures
Hadoop
Computer Science
Big Data
Machine Learning Algorithms
Spark"
612,Sr machine learning engineer,FACTSET SYSTEMS INDIA PVT LTD,Hyderabad,3-6 Yrs,"IT Skills
Python
Software Development
Data Science
Machine Learning
Unix
Computer science
Linux"
613,Senior Machine Learning Engineer,Xilinx,Hyderabad/Secunderabad,5-10 Yrs,"Wireless
Embedded C
C++
Networking
Coding
System integration
Customer support
Unit testing"
614,Machine Learning Architect Enterprise Application,Peopleplus Professional Services Pvt. Ltd.,Bangalore/Bengaluru,12-16 Yrs,"Computer science
NoSQL
RDBMS
Enterprise applications
Machine learning
Open source
Monitoring
LEX"
615,Machine Learning Application Lead,Accenture,Bangalore/Bengaluru,15-18 Yrs,"Python
Naive Bayes
ES
SVM
CoreNLP
Lucene
SOLR
tensorflow"
616,Machine Learning (Vision) Developer,GREYCELL SOFTWARE PRIVATE LIMITED,Ahmedabad(Anand Nagar),1-3 Yrs,"Machine Learning
IT Skills
Python
Data Science
Big Data
AWS
Cnn
Integration"
617,Machine Learning Developer,NIVIDOUS,"Mumbai, Ahmedabad",3-8 Yrs,"deep learning
Manager Quality Assurance
Scalability
Architecture
Technical design
Opencv
Consulting
Machine learning"
618,Remote Machine Learning Developer,Scopic Software,remote,3-7 Yrs,"Object tracking
OpenCV
ffmpeg
Python
Unix
scikitlearn
pandas
pytorch"
619,Embedded Software Machine Learning Developer,Aptiv Technical Centre,Bangalore/Bengaluru,4-10 Yrs,"C++
Linux
Image processing
Ethernet
Instrumentation
Sensors
Automotive
SDLC"
620,Data Analyst - Machine/Deep Learning Algorithms,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",2-7 Yrs,"data science
Machine Learning
Deep Learning Algorithms
TensorFlow
DL
SVM
XGBoost
K - means"
621,Data Analyst - Machine/ Deep Learning Algorithms,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",2-7 Yrs,"Python
SQL
ML
IT Skills
Data Science
Machine Learning
Tensorflow
Data Analyst"
622,Research Scientist/Engineer - Computer Vision/Machine Learning,Career Maker,Hyderabad/Secunderabad,4-9 Yrs,"C++
OCR
Computer Vision
verbal
Image Processing
Machine Learning
written
communication"
623,Research Scientist/Engineer - Computer Vision/Machine Learning,Career Maker,Hyderabad/Secunderabad,4-9 Yrs,"Image Processing
Computer Vision
Machine Learning
communication
verbal
written
Multi - threading
OCR"
624,Machine Learning Engineer,Marktine,Remote,3-8 Yrs,"Computer science
SAN
Data analysis
SOC
Machine learning
SMS
Monitoring
Team building"
625,Machine Learning Engineer,FACTSET SYSTEMS INDIA PVT LTD,Hyderabad/Secunderabad,2-5 Yrs,"Computer science
Production support
Architecture
Coding
Postgresql
Machine learning
Forecasting
Analytics"
626,Machine Learning Engineer,Predire AnalyzeData Private Limited,punjab,2-5 Yrs,"IT Skills
Java
Python
Machine Learning
Artificial Intelligence
Unix
Vista
Performance tuning"
627,Machine Learning Engineer,FiscalNote,Remote,3-5 Yrs,"Data Science
Software Development
Algorithms
Nlp
Data Scientist
Data Structures
Natural Language Processing
Information Retrieval"
628,Machine Learning Engineer,Joveo,Hyderabad/Secunderabad,3-8 Yrs,"Spark
Python
IT Skills
Machine Learning
Computer science
Data analysis
Backend
Data management"
629,Software Engineer Machine Learning,AFFINITY GLOBAL INC,Mumbai,3-6 Yrs,"Computer science
Logistic regression
Machine learning
Tools
Spark
Business intelligence
Data mining
SQL"
630,Machine Learning Engineer,Grid Logic Software Private Limited,Hyderabad/Secunderabad,4-9 Yrs,"IT Skills
Java
Python
Machine Learning
software architecture
Data analysis
Backend
Coding"
631,Staff Machine Learning Engineer,ICE Mortgage Technology,Pune,2-3 Yrs,"IT Skills
Testing
Data Science
Machine Learning
Computer science
Loans
Computer vision
Data analysis"
632,Product Development Engineer II - Machine learning,Phenompeople,Hyderabad/Secunderabad,3-7 Yrs,"Engineer II
Product management
Computer science
Coding
Analytical
Machine learning
Agile
HTTP"
633,Machine Learning Engineer,ITH Technologies Pvt. Ltd.,Kanpur,2-7 Yrs,"Computer science
C++
Data analysis
Consulting
Machine learning
Digital signal processing
Signal processing
MATLAB"
634,Machine Learning Engineer,ITH Technology pvt ltd,Kanpur,2-7 Yrs,"Computer science
C++
Data analysis
Consulting
Machine learning
Digital signal processing
Signal processing
MATLAB"
635,Machine Learning Engineer,MNJ Software Private Limited,Remote,3-6 Yrs,"software architecture
IBM Watson
machine learning
Python
Microsoft Azure
Hadoop
Amazon Big Data
Spark"
636,ACN - Applied Intelligence - GCP - Machine Learning Engineer - 09,Accenture,Pune,2-6 Yrs,"Production support
SAS
SDLC
IT Skills
Testing
Cloud
Project Management
Big Data"
637,ACN - Applied Intelligence - GCP - Machine Learning Engineer - 09,Accenture,Kolkata,2-6 Yrs,"SAS
Business intelligence
SDLC
IT Skills
Testing
Cloud
Project Management
Big Data"
638,Machine Learning Application Developer,Inclusive growth Chain,Hyderabad/Secunderabad,1-6 Yrs,"NLP
Machine Learning
Python
IT Skills
Java
Data Science"
639,Engineer - Machine Learning,SVKMs Narsee Monjee Institute of Management Studies - NMIMS,Mumbai,6-10 Yrs,"Java
PyTorch
communication
Python
software architecture
data structures
Keras
analytical"
640,Machine Learning Platform Engineer,Nightfall AI,Remote,4-9 Yrs,"Algorithms
Technology
Cloud
Machine Learning
Microservices
Monitoring"
641,Machine Learning Engineer,Hubino Technologies Pvt Ltd,Chennai,2-5 Yrs,"IT Skills
Machine Learning
Computer vision
algorithms
Image processing
technical
functions
quality operations"
642,MACHINE LEARNING ENGINEER,iMerit Technology Services,Kolkata,1-4 Yrs,"IT Skills
Python
Cloud
AWS
Azure
Computer science
Solution architecture
Linux"
643,Lead Engineer - Machine Learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-12 Yrs,"Machine Learning
Python
SQL"
644,Lead Engineer - Machine Learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-12 Yrs,"Machine Learning
Python
SQL"
645,machine learning engineer,Saffron Consultancy Services(scs),Pune,3-5 Yrs,"Computer vision
software architecture
Statistical analysis
Image processing
data science
Data modeling
Analytical
Machine learning"
646,MACHINE LEARNING ENGINEER,Triveni Global Software Services,"Ahmedabad, Surat",1-3 Yrs,"analytical
Docker Azure
scikit
machine learning
software architecture
data modelling
Django
FastAPI"
647,MACHINE LEARNING ENGINEER,Triveni Global Software Services,"Ahmedabad, Surat",1-3 Yrs,"Python
software architecture
FastAPI
data structures
data modelling
analytical
machine learning
scikit"
648,ACN - Applied Intelligence - GCP - Machine Learning Engineer - 08,Accenture,Kolkata,10-14 Yrs,"Applied Intelligence
GCP
Machine Learning
IT Skills
Java
Python
Testing
Data Science"
649,Machine Learning Engineer,Creative Bees,"Tirupur/Tiruppur, Coimbatore",1-2 Yrs,"software architecture
Data modeling
Analytical
Machine learning
Data structures
Statistics
Python"
650,Lead Engineer - Machine Learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-12 Yrs,"Data Science
Machine Learning"
651,Machine Learning Lead Engineer,CareerXperts Consulting,Chennai,4-9 Yrs,"Computer science
Analytical
Consulting
Machine learning
Programming
Data structures
Open source
big data"
652,RJC319 | Machine Learning Engineer,Rectras Business Solutions Pvt Ltd.,Chennai,3-8 Yrs,"Computer science
Text mining
C++
Algorithms
Machine learning
SCALA
Algorithm development
closure"
653,"Principal Engineer, Machine Learning",Rectras Business Solutions Pvt Ltd.,Chennai,2-5 Yrs,"Computer science
C++
Algorithms
Machine learning
Subject Matter Expert
closure
Statistics
Principal"
654,Machine Learning Engineer | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,1-4 Yrs,"Power Bi
Machine Learning
Python"
655,Hiring Machine Learning Ops (MLOps) Engineer - Techwave,Techwave Consulting,Hyderabad/Secunderabad,3-5 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
Cloud
AWS"
656,Python and Machine Learning Engineer,Trantor Software Private Limited,Chandigarh,3-7 Yrs,"IT Skills
Python
Software Development
Linux
Coding
Debugging
Machine learning
Agile"
657,Google Cloud Machine Learning Services Application Developer,Accenture,Chennai,6-8 Yrs,"IT Skills
Java
Python
Machine Learning
Cloud
AWS
Azure
Business process"
658,Machine Learning Application Developer,Accenture,Hyderabad/Secunderabad,6-8 Yrs,"Computer science
Business process
Analytical skills
software architecture
Data modeling
Consulting
Machine learning
Data structures"
659,"Lead Algorithms Engineer - Machine Learning, Computer Vision",LiveSurface,Remote,5-10 Yrs,"Computer vision
C++
Technology management
Image processing
Architecture
Machine learning
PHP
HTTP"
660,Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,Mohali/SAS Nagar,2-4 Yrs,"R
NLP
Python
IT Skills
Natural Language Processing
Machine Learning"
661,Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,Panchkula,2-4 Yrs,"R
NLP
Python
IT Skills
Natural Language Processing
Machine Learning"
662,Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,Chandigarh,2-4 Yrs,"Python
R
NLP
IT Skills
Natural Language Processing
Machine Learning"
663,"Python, Machine Learning/AI Software Engineer",Truedge Software Solutions,Hyderabad,2-6 Yrs,"Python
AIML
communication
analytical
IT Skills
Computer science
Analytical skills
Machine learning"
664,Machine Learning Analyst,Pattern Effects Labs,Bengaluru,2-7 Yrs,"Boosting
RF
SVM
ANN
IT Skills
Machine Learning
Analyst"
665,Sr Machine Learning Engineer (Python & R),Kelly Outsourcing and Consulting Group India Priv ate Limited,Bangalore/Bengaluru,7-12 Yrs,"Cloud
Machine Learning
Python
Cloud Deployment
Appsync
communication
Azure DevOps
R Programming"
666,Senior Manager Research Scientist - Machine Learning,Career Maker,Bangalore/Bengaluru,12-18 Yrs,"Java
C++
Machine Learning
IT Skills
Python
R
Project Management
Data Scientist"
667,Senior Manager/Operations Research Scientist - Machine Learning,Career Maker,Bangalore/Bengaluru,5-10 Yrs,"C++
Operations Research
Machine Learning
IT Skills
Java
Python
R
CPLEX"
668,Senior Manager - Retail Analytics/ Machine Learning- KPO - IIM/MDI/ISB,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,5-10 Yrs,"Retail Analytics
SAS
Machine Learning
Excel
statistical techniques
PPT
communication skills"
669,Machine Learning Engineer,CHANGE LEADERS CONSULTING,"Hyderabad/Secunderabad, Pune, Chennai",4-7 Yrs,"Machine Learning
AWS
Python
Data Science
R
Artificial Intelligence
Continuous Integration
CI"
670,Research Scientist - Machine Learning Development - Java/ C++/ Perl,Career Maker,Bangalore/Bengaluru,5-10 Yrs,"Java
C++
Machine Learning
Matlab
software development
data modelling
presentation
Data Mining"
671,Consultant - Machine Learning - IT Consulting Firm,Talent Acceleration Corridor,Delhi / NCR,6-10 Yrs,"Agile software
machine learning
Java
analytical
R
data mining
communication
data structures"
672,Director - Analytics - Machine Learning - KPO - IIT/ IIM/ XLRI/ MDI,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,7-10 Yrs,"Pytorch
TensorFlow
analytics
python libraries
IT Skills
Python
Machine Learning
Training"
673,"Chief Engineer - Compiler Expert (Machine Learning, GPU, MLIR, LLVM )",Career Maker,Bangalore/Bengaluru,6-11 Yrs,"MLIR
Machine Learning
GPU
PyTorch
TVM
LLVM
Caffe
Tensorflow"
674,Research Scientist - NLP/Machine Learning,Career Maker,Bangalore/Bengaluru,5-10 Yrs,"NLP
Machine Learning
NL modeling
IT Skills
Speech Recognition
Data acquisition
NL models
language processing"
675,AVP - Cognitive Technologies Architect - NLP/Machine/Deep Learning,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",10-12 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Artificial Intelligence
Cloud
software application management"
676,Lead Machine Learning,First Employer,"Pune, Delhi / NCR",5-8 Yrs,"OOPS
Machine Learning
Python
IT Skills
Cloud
Tensorflow
Matplotlib
EDA"
677,Research Scientist - Machine Learning Development - Java/ C++/ Perl,Career Maker,Bangalore/Bengaluru,5-10 Yrs,"Java
C++
Machine Learning Development
IT Skills
Python
Software Development
Machine Learning
predictive modelling"
678,Lead Machine Learning,First Employer,"Pune, Delhi / NCR",5-8 Yrs,"Machine Learning
SQL
Python
IT Skills
Software Development
Testing
Quality Assurance
Data Science"
679,"Chief Engineer - Compiler Expert (Machine Learning, GPU, MLIR, LLVM)",Career Maker,Bangalore/Bengaluru,6-11 Yrs,"MLIR
Machine Learning
GPU
Caffe
PyTorch
LLVM
TVM
Tensorflow"
680,Manager - Machine Learning - Analytics Firm,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",3-8 Yrs,"SAS
Data Management
Machine Learning
Statistics
Analytics"
681,Software Engineer - Machine Learning/OpenCV,Altimax Business Solutions,Chennai,2-7 Yrs,"C
OpenCV
Machine Learning
IT Skills
Software Development
Tensorflow
Configuration Management Tools
C++"
682,Assistant Vice President - Machine Learning,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",7-12 Yrs,"people management
SAS
Machine Learning
communication
IT Skills
Risk Analytics
Statistics
Analytics"
683,Assistant Vice President- Machine Learning- US Credit Cards Portfolio,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",7-12 Yrs,"IT Skills
Machine Learning
BPO
Communication Skills
Banking
Team Leading
KPO
People Management Skills"
684,Computer Vision Engineer - Machine Learning,Altimax Business Solutions,Chennai,2-7 Yrs,"Computer Vision
Machine Learning
Python
IT Skills
Software Development
Tensorflow
C++
Algorithm"
685,Assistant Manager/Manager - Machine Learning - Consulting Firm,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,6-9 Yrs,"Data Modeling
Machine Learning
Statistics
Analytics
Python
Predictive Analytics"
686,Assistant Vice President - Machine Learning - US Credit Cards,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",7-12 Yrs,"SAS
People Management
Machine Learning
communication
management
IT Skills
Portfolio Risk Reporting
Risk Analytics"
687,Assistant Manager / Manager - Machine Learning,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,4-9 Yrs,"R
Machine Learning
algorithm
Data Modeling
SVM
Decision tree
statistical testing
Python"
688,Machine Learning – Ops Team,Multi Recruit,Bangalore/Bengaluru,10-12 Yrs,"Data Science
Power Bi
Big Data
Microsoft Azure
Ci / Cd
Data Analytics
Machine Learning
Python"
689,Team Lead Machine Learning,OpsRamp,Hyderabad/Secunderabad,10-12 Yrs,"IT Skills
Java
J2EE
Python
Machine Learning
Product Management
Big Data
Computer science"
690,Machine Learning,HORIZONTAL INTEGRATION India Pvt Ltd,Bangalore/Bengaluru,4-9 Yrs,"Computer science
Staffing
Machine learning
Programming
Manager Technology
Data structures
Deployment
Business strategy"
691,"R&D - NLP, Machine Learning (Java, C#, C )",CAREER MAKERS,Bangalore/Bengaluru,3-8 Yrs,"algorithms
python
c
code
solid
technical
software
software design"
692,Machine Learning,Diverse Lynx,Bengaluru,2-5 Yrs,"IT Skills
Python
Machine Learning
Unix
Text mining
Natural language processing
text analytics"
693,Artificial Intelligence & Machine Learning,Well Point IT Solutions Pvt Ltd,Hyderabad,4-6 Yrs,"IT Skills
Python
Software Development
Machine Learning
Artificial Intelligence
Data analysis
Product engineering
Natural language processing"
694,Machine Learning and,CAMSDATA TECHNOLOGIES INDIA PVT LTD,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"IT Skills
Python
Machine Learning
Big Data
Mining
System architecture
Email
Algorithms"
695,MACHINE LEARNING SPECIALIST,Talent Zone Consultant,Bangalore/Bengaluru,1-7 Yrs,"customer development
Proposal writing
Analytical
Manager Program Management
Machine learning
Management
Technical support
Testing"
696,Applied Machine Learning Researcher,Microsoft,Bangalore/Bengaluru,2-5 Yrs,"Product management
Computer science
Automation
C++
Coding
Performance testing
Perl
Cosmos"
697,Machine Learning,Diverse Lynx,Bengaluru,2-6 Yrs,"communication
Flask
Django
Machine Learning
Microsoft Azure Machine Learning
Microsoft Azure
NLP
Python"
698,Machine Learning Architect,HiringSign,Trivandrum/Thiruvananthapuram,12-17 Yrs,"Nlp
Opencv
Software Engineering
Data Structures
Computer Vision
Machine Learning
Deep Learning
Python"
699,Machine Learning Science Leader,CareerXperts Consulting,Bangalore/Bengaluru,6-10 Yrs,"rest
python
Head Business Development
software development
c
Grid
Data mining
MATLAB"
700,AI and Machine Learning,Ajatus,Bhubaneswar,3-6 Yrs,"data structures
Python
communication
machine learning
software architecture
Java
data modeling
C++"
701,Machine Learning Science Leader,CareerXperts Consulting,Bengaluru,7-12 Yrs,"python
c++
Head Business Development
Display advertising
java
software development
Data modeling
Consulting"
702,"R&D - NLP, Machine Learning (Java, C#, C )",CAREER MAKERS,Bangalore/Bengaluru,5-10 Yrs,"analytics
algorithms
python
java
software design
data structures
perl
agile"
703,Machine Learning Expert,Wavelabs Technologies Private Limited,Hyderabad/Secunderabad,4-8 Yrs,"Computer vision
Data analysis
GCP
Artificial Intelligence
Machine learning
Debugging
Agile
Data processing"
704,Consultant / AM - AI - Machine Learning,KPMG,Mumbai,2-6 Yrs,"Data Science
Algorithms
Data Structures
Data Scientist
Spark
Aws
Machine Learning
Ml Pipelines"
705,Machine Learning Lead,Squadcast,Bengaluru,4-7 Yrs,"IT Skills
Data Science
Machine Learning
Cloud
Backend
Sales
Architecture
Cloud Services"
706,Machine Learning Trainer,Innovadors Lab Pvt Ltd,Bhubaneswar,4-9 Yrs,"Computer vision
deep learning
Corporate training
Image processing
Opencv
Machine learning
Corporate
Natural language processing"
707,Lead Machine Learning,SVKMs Narsee Monjee Institute of Management Studies - NMIMS,Mumbai,3-8 Yrs,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Computer science
Training
Deployment
Natural language processing"
708,Machine Learning Expert,BRANE ENTERPRISES PRIVATE LIMITED,Hyderabad,3-8 Yrs,"IT Skills
Python
Data Science
Analytical skills
Computer vision
deep learning
Prototype
PDF"
709,Artificial Intelligence & Machine Learning Lead,HRDevi Talent Acquisition,Thane,6-7 Yrs,"Storage servers
SAN
Cisco Certification
ITSM
ITIL
MS Office
sub-system
Six Sigma"
710,Artificial Intelligence & Machine Learning Lead,HRDevi Talent Acquisition,Mumbai,6-8 Yrs,"C
My SQL
BI
H20
Data Mining
Cassandara
R
Dynamo DB"
711,Machine Learning Specialist,MPHATEK SYSTEMS PRIVATE LIMITED,Pune,6-10 Yrs,"machine learning
statistical analysis
communication
Salesforce
IT services
Artificial Intelligence
product life cycle
Silicon"
